Config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,transition,dense_rank,hybrid_rank,dense_score,raw_bm25_score,normalized_bm25_score,hybrid_final_score
H0,H0 vs Dense,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,7,-2,0.6157102584838867,0.31352390420018866,-0.30218635428369806,DEMOTED,5,7,0.6157102584838867,3.0635344982147217,0.011337549916490655,0.31352390420018866
H0,H0 vs Dense,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,2,0,0.5244457125663757,0.2706495807107452,-0.25379613185563055,UNCHANGED,2,2,0.5244457125663757,3.8675942420959473,0.016853448855114625,0.2706495807107452
H0,H0 vs Dense,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,8,3,0.6970088481903076,0.37181451456817616,-0.32519433362213146,UNCHANGED,11,8,0.6970088481903076,5.964040279388428,0.046620180946044705,0.37181451456817616
H0,H0 vs Dense,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,4,-1,0.7119752168655396,0.3807464341956194,-0.3312287826699202,UNCHANGED,3,4,0.7119752168655396,6.090719223022461,0.049517651525699154,0.3807464341956194
H0,H0 vs Dense,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,2,2,0.7066170573234558,0.5794249331245016,-0.1271921241989542,UNCHANGED,4,2,0.7066170573234558,11.616693496704102,0.4522328089255473,0.5794249331245016
H0,H0 vs Dense,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,7,11,0.7261838316917419,0.4457580029103939,-0.28042582878134803,UNCHANGED,18,7,0.7261838316917419,8.761845588684082,0.16533217412904594,0.4457580029103939
H0,H0 vs Dense,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,6,8,0.7453212141990662,0.44805301303794304,-0.2972682011611231,UNCHANGED,14,6,0.7453212141990662,8.543082237243652,0.15078481187681989,0.44805301303794304
H0,H0 vs Dense,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,2,6,0.7841389775276184,0.5823285094566154,-0.201810468071003,PROMOTED,8,2,0.7841389775276184,11.025300025939941,0.38051804138561246,0.5823285094566154
H0,H0 vs Dense,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,7,-2,0.6531623601913452,0.3665361229520545,-0.2866262372392907,DEMOTED,5,7,0.6531623601913452,7.112855911254883,0.07990988571276382,0.3665361229520545
H0,H0 vs Dense,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,8,11,0.60422682762146,0.36091972975290915,-0.24330709786855081,UNCHANGED,19,8,0.60422682762146,7.9695305824279785,0.11761263188435833,0.36091972975290915
H0,H0 vs Dense,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,9,-6,0.5494986772537231,0.2792267510395306,-0.27027192621419255,DEMOTED,3,9,0.5494986772537231,2.586864709854126,0.008954824825338083,0.2792267510395306
H0,H0 vs Dense,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,7,-3,0.5578400492668152,0.34558536003626283,-0.21225468923055235,DEMOTED,4,7,0.5578400492668152,8.256349563598633,0.13333067080571043,0.34558536003626283
H0,H0 vs Dense,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,17,4,0.489423006772995,0.288566692532508,-0.200856314240487,UNCHANGED,21,17,0.489423006772995,7.316165447235107,0.08771037829202104,0.288566692532508
H0,H0 vs Dense,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,8,-4,0.5434472560882568,0.2772926207932831,-0.26615463529497374,DEMOTED,4,8,0.5434472560882568,3.0276131629943848,0.011137985498309369,0.2772926207932831
H0,H0 vs Dense,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,40,0,0.30329322814941406,0.15469284163767333,-0.14860038651174073,UNCHANGED,40,40,0.30329322814941406,1.8108139038085938,0.006092455125932585,0.15469284163767333
H0,H0 vs Dense,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,1,27,0.3380138576030731,0.4315948487353106,0.0935809911322375,PROMOTED,28,1,0.3380138576030731,12.201577186584473,0.5251758398675481,0.4315948487353106
H0,H0 vs Dense,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,27,-5,0.5372671484947205,0.27162734805599253,-0.2656398004387279,UNCHANGED,22,27,0.5372671484947205,1.7758643627166748,0.005987547617264595,0.27162734805599253
H0,H0 vs Dense,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,12,24,0.5712360143661499,0.3975177856908376,-0.17371822867531228,UNCHANGED,36,12,0.5712360143661499,9.512680053710938,0.22379955701552537,0.3975177856908376
H0,H0 vs Dense,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,2,15,0.6142544746398926,0.7930623762487976,0.17880790160890503,PROMOTED,17,2,0.6142544746398926,19.08479118347168,0.9718702778577025,0.7930623762487976
H0,H0 vs Dense,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,5,20,0.5234483480453491,0.4064870078433507,-0.11696134020199844,PROMOTED,25,5,0.5234483480453491,10.204622268676758,0.2895256676413523,0.4064870078433507
H0,H0 vs Dense,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,36,-3,0.5125783085823059,0.27323638660619787,-0.23934192197610804,UNCHANGED,33,36,0.5125783085823059,5.299957275390625,0.03389446463008985,0.27323638660619787
H0,H0 vs Dense,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,22,-19,0.6123521327972412,0.33367176513540414,-0.27868036766183707,DEMOTED,3,22,0.6123521327972412,6.311965465545654,0.05499139747356707,0.33367176513540414
H0,H0 vs Dense,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,27,-1,0.4568561911582947,0.23918542316184913,-0.21767076799644555,UNCHANGED,26,27,0.4568561911582947,4.365457057952881,0.021514655165403598,0.23918542316184913
H0,H0 vs Dense,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,19,-7,0.4582591652870178,0.23709596339845726,-0.22116320188856056,UNCHANGED,12,19,0.4582591652870178,3.753366470336914,0.015932761509896684,0.23709596339845726
H0,H0 vs Dense,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,12,-10,0.47814619541168213,0.2495941502607619,-0.22855204515092023,DEMOTED,2,12,0.47814619541168213,4.32007360458374,0.021042105109841686,0.2495941502607619
H0,H0 vs Dense,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,23,-8,0.42474165558815,0.21506257235916584,-0.20967908322898418,UNCHANGED,15,23,0.42474165558815,1.561958909034729,0.0053834891301816415,0.21506257235916584
H0,H0 vs Dense,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,28,-6,0.41263967752456665,0.2090720249620212,-0.20356765256254544,UNCHANGED,22,28,0.41263967752456665,1.606614112854004,0.005504372399475751,0.2090720249620212
H0,H0 vs Dense,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,10,-6,0.5201765894889832,0.2957074873470962,-0.22446910214188698,DEMOTED,4,10,0.5201765894889832,6.864359378814697,0.07123838520520925,0.2957074873470962
H0,H0 vs Dense,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,2,0,0.4894738793373108,0.24714751767294713,-0.24232636166436367,UNCHANGED,2,2,0.4894738793373108,1.3401825428009033,0.00482115600858348,0.24714751767294713
H0,H0 vs Dense,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.4091431200504303,0.20618816378831925,-0.20295495626211105,UNCHANGED,7,7,0.4091431200504303,0.5379157066345215,0.003233207526208202,0.20618816378831925
H0,H0 vs Dense,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.22749476255058157,-0.22083409010292185,UNCHANGED,2,3,0.4483288526535034,1.9902962446212769,0.006660672447659725,0.22749476255058157
H0,H0 vs Dense,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4276643693447113,0.21539105059871688,-0.21227331874599442,UNCHANGED,9,9,0.4276643693447113,0.4649461805820465,0.003117731852722439,0.21539105059871688
H0,H0 vs Dense,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.2477550313922572,-0.2296277477291417,UNCHANGED,1,1,0.4773827791213989,4.015913009643555,0.01812728366311549,0.2477550313922572
H0,H0 vs Dense,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,5,-1,0.42706114053726196,0.2174282984966289,-0.20963284204063307,UNCHANGED,4,5,0.42706114053726196,2.3072235584259033,0.007795456455995855,0.2174282984966289
H0,H0 vs Dense,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,4,0,0.5493555665016174,0.2836793670267348,-0.26567619947488263,UNCHANGED,4,4,0.5493555665016174,4.001919269561768,0.018003167551852214,0.2836793670267348
H0,H0 vs Dense,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,11,0,0.5612436532974243,0.28558148402749706,-0.27566216926992726,UNCHANGED,11,11,0.5612436532974243,2.7933948040008545,0.009919314757569752,0.28558148402749706
H0,H0 vs Dense,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,9,5,0.5384949445724487,0.2890650449484389,-0.24942989962400985,UNCHANGED,14,9,0.5384949445724487,5.624805927276611,0.03963514532442901,0.2890650449484389
H0,H0 vs Dense,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,7,-2,0.6158711314201355,0.31280077526109357,-0.30307035615904193,DEMOTED,5,7,0.6158711314201355,2.7545595169067383,0.00973041910205159,0.31280077526109357
H0,H0 vs Dense,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,9,1,0.5733019709587097,0.3013520351077641,-0.2719499358509456,UNCHANGED,10,9,0.5733019709587097,5.006307601928711,0.029402099256818467,0.3013520351077641
H0,H0 vs Dense,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,18,-5,0.5440734028816223,0.2811377151386778,-0.2629356877429445,UNCHANGED,13,18,0.5440734028816223,4.024294853210449,0.01820202739573326,0.2811377151386778
H0,H0 vs Dense,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,5,-4,0.6653862595558167,0.3875569855925464,-0.27782927396327023,UNCHANGED,1,5,0.6653862595558167,7.812949180603027,0.10972771162927615,0.3875569855925464
H0,H0 vs Dense,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,3,-1,0.6522879004478455,0.41852924980089146,-0.233758650646954,UNCHANGED,2,3,0.6522879004478455,9.031291007995605,0.18477059915393745,0.41852924980089146
H0,H0 vs Dense,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,10,-5,0.6095507144927979,0.30925560106177397,-0.3002951134310239,DEMOTED,5,10,0.6095507144927979,2.5881404876708984,0.008960487630750079,0.30925560106177397
H0,H0 vs Dense,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,23,-2,0.46689894795417786,0.23524599458153048,-0.23165295337264738,UNCHANGED,21,23,0.46689894795417786,0.7496864199638367,0.003593041208883107,0.23524599458153048
H0,H0 vs Dense,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,13,-4,0.5086044073104858,0.2556024859325374,-0.2530019213779484,UNCHANGED,9,13,0.5086044073104858,0.10115446150302887,0.0026005645545889742,0.2556024859325374
H0,H0 vs Dense,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,14,4,0.5557105541229248,0.2981619472661179,-0.2575486068568069,UNCHANGED,18,14,0.5557105541229248,5.675604820251465,0.04061334040931101,0.2981619472661179
H0,H0 vs Dense,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,19,-3,0.5743467211723328,0.2894400359597432,-0.28490668521258955,UNCHANGED,16,19,0.5743467211723328,1.2164994478225708,0.004533350747153717,0.2894400359597432
H0,H0 vs Dense,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,2,-1,0.650495707988739,0.34231372467672866,-0.30818198331201035,UNCHANGED,1,2,0.650495707988739,5.314400672912598,0.034131741364718325,0.34231372467672866
H0,H0 vs Dense,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,8,-7,0.6233232617378235,0.3385536861330885,-0.284769575604735,DEMOTED,1,8,0.6233232617378235,6.2650146484375,0.0537841105283535,0.3385536861330885
H0,H0 vs Dense,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,3,-2,0.6313807368278503,0.5228630726856842,-0.10851766414216613,UNCHANGED,1,3,0.6313807368278503,11.307939529418945,0.4143454085435181,0.5228630726856842
H0,H0 vs Dense,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,33,-7,0.5303848385810852,0.2690213115360818,-0.26136352704500343,UNCHANGED,26,33,0.5303848385810852,2.2713093757629395,0.007657784491078394,0.2690213115360818
H0,H0 vs Dense,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,23,1,0.5050852298736572,0.26007501548300804,-0.24501021439064918,UNCHANGED,24,23,0.5050852298736572,3.6395702362060547,0.015064801092358901,0.26007501548300804
H0,H0 vs Dense,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,7,0,0.5447832942008972,0.35165877091310005,-0.19312452328779717,UNCHANGED,7,7,0.5447832942008972,8.661650657653809,0.15853424762530283,0.35165877091310005
H0,H0 vs Dense,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,19,-2,0.5247721672058105,0.2641911231034785,-0.26058104410233207,UNCHANGED,17,19,0.5247721672058105,0.7591819763183594,0.0036100790011463517,0.2641911231034785
H1,H1 vs Dense,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.21541074598035198,-0.212737344859034,UNCHANGED,3,3,0.428148090839386,0.15654638409614563,0.0026734011213179858,0.21541074598035198
H1,H1 vs Dense,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,4,0,0.466714084148407,0.23611832651237355,-0.23059575763603343,UNCHANGED,4,4,0.466714084148407,1.6132514476776123,0.005522568876340131,0.23611832651237355
H1,H1 vs Dense,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,2,-1,0.5079617500305176,0.25794380516862386,-0.2500179448618937,UNCHANGED,1,2,0.5079617500305176,2.3406660556793213,0.007925860306730157,0.25794380516862386
H1,H1 vs Dense,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,6,0,0.5258427858352661,0.2643635511728066,-0.26147923466245954,UNCHANGED,6,6,0.5258427858352661,0.30884233117103577,0.00288431651034707,0.2643635511728066
H1,H1 vs Dense,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,5,0,0.5786083340644836,0.29092833554568953,-0.2876799985187941,UNCHANGED,5,5,0.5786083340644836,0.5472830533981323,0.003248337026895448,0.29092833554568953
H1,H1 vs Dense,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,4,-1,0.6154555082321167,0.31440685825746495,-0.30104864997465175,UNCHANGED,3,4,0.6154555082321167,3.3956480026245117,0.01335820828281323,0.31440685825746495
H1,H1 vs Dense,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,9,-2,0.6190251111984253,0.3108762364150428,-0.3081488747833825,UNCHANGED,7,9,0.6190251111984253,0.19662103056907654,0.002727361631660318,0.3108762364150428
H1,H1 vs Dense,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,11,2,0.5578075647354126,0.2846610378007255,-0.2731465269346871,UNCHANGED,13,11,0.5578075647354126,3.0948681831359863,0.011514510866038398,0.2846610378007255
H1,H1 vs Dense,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,12,-1,0.5649251937866211,0.28390935286457225,-0.28101584092204884,UNCHANGED,11,12,0.5649251937866211,0.31522679328918457,0.002893511942523386,0.28390935286457225
H1,H1 vs Dense,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,2,1,0.6154380440711975,0.3335425374457951,-0.2818955066254024,UNCHANGED,3,2,0.6154380440711975,6.179411888122559,0.051647030820392674,0.3335425374457951
H1,H1 vs Dense,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,8,4,0.544538140296936,0.28295035842566685,-0.2615877818712692,UNCHANGED,12,8,0.544538140296936,4.350958824157715,0.02136257655439769,0.28295035842566685
H1,H1 vs Dense,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,5,-2,0.4967461824417114,0.2564447880364079,-0.24030139440530351,UNCHANGED,3,5,0.4967461824417114,3.7800614833831787,0.01614339363110442,0.2564447880364079
H1,H1 vs Dense,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,3,-1,0.5816625952720642,0.30276338788276186,-0.27889920738930235,UNCHANGED,2,3,0.5816625952720642,4.577553749084473,0.02386418049345952,0.30276338788276186
H1,H1 vs Dense,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,26,-2,0.4725983738899231,0.2395344481167909,-0.2330639257731322,UNCHANGED,24,26,0.4725983738899231,1.9319862127304077,0.006470522343658681,0.2395344481167909
H1,H1 vs Dense,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,23,0,0.39940428733825684,0.20118323836531557,-0.19822104897294127,UNCHANGED,23,23,0.39940428733825684,0.3622799217700958,0.0029621893923742998,0.20118323836531557
H1,H1 vs Dense,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,3,-2,0.520713210105896,0.2823003430520248,-0.2384128670538712,UNCHANGED,1,3,0.520713210105896,5.8375067710876465,0.043887475998153534,0.2823003430520248
H1,H1 vs Dense,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,15,-2,0.4627559781074524,0.24043900450929806,-0.22231697359815433,UNCHANGED,13,15,0.4627559781074524,4.015322685241699,0.018122030911143706,0.24043900450929806
H1,H1 vs Dense,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,14,-7,0.516326904296875,0.2594465772483704,-0.2568803270485046,UNCHANGED,7,14,0.516326904296875,0.07452007383108139,0.0025662501998657936,0.2594465772483704
H1,H1 vs Dense,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,9,-5,0.41738826036453247,0.21000061699764533,-0.20738764336688714,DEMOTED,4,9,0.41738826036453247,0.11070001870393753,0.0026129736307581868,0.21000061699764533
H1,H1 vs Dense,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,11,-5,0.41101235151290894,0.20680753566301047,-0.20420481584989847,UNCHANGED,6,11,0.41101235151290894,0.10281562805175781,0.002602719813112001,0.20680753566301047
H1,H1 vs Dense,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,6,5,0.6024776697158813,0.3337292543439462,-0.26874841537193517,UNCHANGED,11,6,0.6024776697158813,6.667050838470459,0.06498083897201096,0.3337292543439462
H1,H1 vs Dense,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.18919186825344225,-0.18616432910373548,UNCHANGED,3,3,0.37535619735717773,0.40605396032333374,0.003027539149706797,0.18919186825344225
H1,H1 vs Dense,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.35073208808898926,0.17901464354905974,-0.17171744453992951,UNCHANGED,7,7,0.35073208808898926,0.1741185039281845,0.007297199009130252,0.17901464354905974
H1,H1 vs Dense,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,5,0,0.3698793947696686,0.19051490321609826,-0.17936449155357032,UNCHANGED,5,5,0.3698793947696686,1.0298683643341064,0.011150411662527938,0.19051490321609826
H1,H1 vs Dense,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.3458166718482971,0.17424515572068533,-0.1715715161276118,UNCHANGED,9,9,0.3458166718482971,0.15672525763511658,0.002673639593073539,0.17424515572068533
H1,H1 vs Dense,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,6,-1,0.3781711459159851,0.19073135866968963,-0.18743978724629548,DEMOTED,5,6,0.3781711459159851,0.5738136172294617,0.0032915714233941276,0.19073135866968963
H1,H1 vs Dense,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,6,0,0.47782114148139954,0.2405984264337172,-0.23722271504768233,UNCHANGED,6,6,0.47782114148139954,0.6244644522666931,0.0033757113860348694,0.2405984264337172
H1,H1 vs Dense,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,14,1,0.6479976177215576,0.32652346140161,-0.32147415631994763,UNCHANGED,15,14,0.6479976177215576,1.4331148862838745,0.005049305081662321,0.32652346140161
H1,H1 vs Dense,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,12,-1,0.7154013514518738,0.3599322796682168,-0.355469071783657,UNCHANGED,11,12,0.7154013514518738,1.185171365737915,0.00446320788455973,0.3599322796682168
H1,H1 vs Dense,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,6,1,0.7325950860977173,0.37578508338181454,-0.35681000271590274,UNCHANGED,7,6,0.7325950860977173,4.109057426452637,0.018975080665911793,0.37578508338181454
H1,H1 vs Dense,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,10,-2,0.6824973225593567,0.3497230595069886,-0.33277426305236807,UNCHANGED,8,10,0.6824973225593567,3.8790712356567383,0.016948796454620593,0.3497230595069886
H1,H1 vs Dense,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,6,4,0.6791412234306335,0.35846376278338266,-0.3206774606472509,UNCHANGED,10,6,0.6791412234306335,5.525420188903809,0.03778630213613181,0.35846376278338266
H1,H1 vs Dense,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,8,-6,0.7513960599899292,0.38208084935865877,-0.36931521063127043,DEMOTED,2,8,0.7513960599899292,3.303699254989624,0.012765638727388298,0.38208084935865877
H1,H1 vs Dense,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,1,1,0.7454124689102173,0.7928298343339897,0.047417365423772395,UNCHANGED,2,1,0.7454124689102173,15.320137023925781,0.840247199757762,0.7928298343339897
H1,H1 vs Dense,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,4,7,0.7210525870323181,0.4363708483624412,-0.2846817386698769,PROMOTED,11,4,0.7210525870323181,8.557171821594238,0.15168910969256438,0.4363708483624412
H1,H1 vs Dense,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,13,-2,0.7214906811714172,0.36746203081618256,-0.3540286503552347,UNCHANGED,11,13,0.7214906811714172,3.4070236682891846,0.013433380460947934,0.36746203081618256
